"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 1785203 A3 20080416";"20080416";"200816";"en";"GR 20050100567 20051115";"20051115";"20051115";"";"";"";"";"";"B21D 43/00 (2006.01)";"B21D 11/12 (2006.01)
B21F 1/00 (2006.01)";"15126 Kiffisia, Attikis";"GR";"15126 Kiffisia, Attikis";"GR";"9497 Triesenberg";"LI";"Method and system for preventing torsion of wire, material of prismatic cross-section, and rod";"A method and a system according to which advancing material (1) such as wire prismatic material, or rod is gripped during the duration of its advancement from an advancement unit (2) towards a bending unit (3). The gripping is effected by a jaw (4) that grips material (1) with sufficient force so that the material (1) cannot twist. By gripping the advancing material (1), the under-production part is simultaneously gripped and prevented from rotating, so that bends are made in the correct plane and the bent product is produced with great accuracy. <img file=""imgaf001.tif"" he=""131"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""53""/>"
"EP 1785203 B1 20110518";"20110518";"201120";"en";"GR 20050100567 20051115";"20051115";"20051115";"";"";"";"";"";"B21D 43/00 (2006.01)";"B21D 11/12 (2006.01)
B21F 1/00 (2006.01)";"14562 Kiffisia, Attikis";"GR";"14562 Kiffisia, Attikis";"GR";"9497 Triesenberg";"LI";"Method and system for preventing torsion of wire, material of prismatic cross-section, and rod";""
"EP 1787066 B1 20160518";"20160518";"201620";"en";"GB 0418778 20040823";"20040823";"20040823";"WO2006021752 20060302 [2006-09]";"GB2005003220 20050817 (en)";"20050817";"";"";"";"F24J 2/07 (2006.01)";"Athens
London W11 4QA";"GR
GB";"Athens
London W11 4QA";"GR
GB";"London EC2Y 5DN";"GB";"SOLAR ENERGY TRAP";""
"EP 1788311 A2 20070523";"20070523";"200721";"en";"GR 2005100474 20050919";"20050919";"20050919";"";"";"";"";"";"";"F24B 1/18 (2006.01)
F24B 1/197 (2006.01)
F24B 1/191 (2006.01)";"38110 Volos";"GR";"38110 Volos";"GR";"";"";"Removable hearth for a fireplace";"This is a hearth of the fireplace (fig. 10, 11). The walls (14) of which are built of fire tiles and its smoke eliminator (4) is metallic. The tiles are built within metal frames which bear suitable suspension hooks (6.8). The side walls are suspended on a metal frame too (9) where they can move upward-downward with the help of four pulleys (10) and a special mechanism (2) which touch a metallic skeleton (11). The frame of the floor is supported by the base of the skeleton (12). All the walls can rotate around the axis (13) of the hearth. When they are freed from their supporting wedges (5.7). This is succeeded by turning the mechanism (2) right to raise 12 cm the frame that supports the smoke eliminator (4). We turn the walls to the desired face and restore turning the mechanism left and taking care to button up the supporting wedges in place. This hearth allows us to have one functional and one decorative face. <img file=""imgaf001.tif"" he=""99"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""123""/>"
"EP 1789237 A1 20070530";"20070530";"200722";"en";"WO PCT/EP2004/010772 20040907";"20040907";"20040907";"WO2006027235 20060316 [2006-11]";"EP2005009621 20050906 (en)";"20050906";"";"";"";"B26B 21/38 (2006.01)
B26B 21/52 (2006.01)";"GR-117 41 Athens
Kypseli, 113 63 Athens
GR-114 76 Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"VIBRATING WET SHAVER";""
"EP 1789237 B1 20130814";"20130814";"201333";"en";"WO PCT/EP2004/010772 20040907";"20040907";"20040907";"WO2006027235 20060316 [2006-11]";"EP2005009621 20050906 (en)";"20050906";"";"";"";"B26B 21/38 (2006.01)
B26B 21/52 (2006.01)";"GR-117 41 Athens
Kypseli, 113 63 Athens
GR-114 76 Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"VIBRATING WET SHAVER";""
"EP 1789238 A1 20070530";"20070530";"200722";"en";"";"";"20040907";"WO2006027018 20060316 [2006-11]";"EP2004010774 20040907 (en)";"20040907";"";"";"";"B26B 21/52 (2006.01)
B26B 21/22 (2006.01)";"GR-11476 Athènes
GR-11741 Athens";"GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HANDLE AND SHAVER INCLUDING SUCH A HANDLE";""
"EP 1789238 B1 20080319";"20080319";"200812";"en";"";"";"20040907";"WO2006027018 20060316 [2006-11]";"EP2004010774 20040907 (en)";"20040907";"";"";"";"B26B 21/52 (2006.01)
B26B 21/22 (2006.01)";"GR-11476 Athènes
GR-11741 Athens";"GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR HANDLE AND SHAVER INCLUDING SUCH A HANDLE";""
"EP 1791724 A1 20070606";"20070606";"200723";"en";"GR 2004100329 20040805";"20040805";"20040805";"WO2006013398 20060209 [2006-06]";"GR2005000026 20050804 (en)";"20050804";"";"";"";"B60R 1/00 (2006.01)";"GR-143 42 N. Filadelfia-Athens";"GR";"143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens
143 42 N. Filadelfia-Athens";"GR
GR
GR
GR
GR
GR
GR";"";"";"INTERSECTION MIRRORS";""
"EP 1792878 A1 20070606";"20070606";"200723";"en";"GR 2005100594 20051205";"20051205";"20051205";"";"";"";"";"";"";"C02F 11/14 (2006.01)";"41222 Larissa";"GR";"Larissa/Thessaloniki";"GR";"";"";"Method and system for ecological sludge treatment and packaging";"This invention refers to a method and a system for ecological sludge treatment and packaging, utilized to produce organic chemical fertilizers, soil improvers, fuel and other useful products, with sludge as raw material which is mixed with various complementary chemical and/or non chemical substances. Sludge products are properly packed in special packaging pockets.
Packaging is appropriate for easy transfer and long-term storage of the sludge product, without running the risk of product leakage and unpleasant odour/gas release into the environment, so as to maximally protect public health.
The system consists of at least one sludge collection device (1), at least one complementary substance storage device (3), at least one sludge treatment mechanism (6), at least one gas, vapour and/or odour filter and deodorisation mechanism (8), at least one sludge end-product packaging mechanism (10), and at least one heat production unit (7). <img file=""imgaf001.tif"" he=""106"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 1795201 A1 20070613";"20070613";"200724";"en";"GR 2005100601 20051209";"20051209";"20051209";"";"";"";"";"";"";"A61K 31/7048 (2006.01)
C07H 17/04 (2006.01)
A23L 1/30 (2006.01)
B01D 11/00 (2006.01)
A61K 36/63 (2006.01)";"73100 Chania";"GR";"73100 Chania";"GR";"";"";"Isolation of oleuropein from the leaves of olive tree";"The present invention refers to a new, simple and fast method for the recovery of pure oleuropein after extraction of leaves of the olive tree (Olea europea). The method consists in the drying, grinding and extraction of olive tree leaves with a dilute alkaline aqueous solution at a low temperature. The aqueous phase is subsequently extracted with an organic solvent and the resulting solution is concentrated to dryness under vacuum. The residue is further purified by fast column chromatography yielding high purity oleuropein."
"EP 1796883 A1 20070620";"20070620";"200725";"en";"";"";"20041004";"WO2006037358 20060413 [2006-15]";"EP2004011045 20041004 (en)";"20041004";"";"";"";"B26B 21/38 (2006.01)";"GR-113 63 Kypseli
GR-117 41 Koukaki, Athens
GR-114 76 Athens";"GR
GR
GR";"145 65 Anixi - Attiki";"GR";"75440 Paris Cedex 09";"FR";"VIBRATING WET SHAVER";""
"EP 1796883 B1 20080109";"20080109";"200802";"en";"";"";"20041004";"WO2006037358 20060413 [2006-15]";"EP2004011045 20041004 (en)";"20041004";"";"";"";"B26B 21/38 (2006.01)";"GR-113 63 Kypseli
GR-117 41 Koukaki, Athens
GR-114 76 Athens";"GR
GR
GR";"145 65 Anixi - Attiki";"GR";"75440 Paris Cedex 09";"FR";"VIBRATING WET SHAVER";""
"EP 1796883 B2 20101229";"20101229";"201052";"en";"";"";"20041004";"WO2006037358 20060413 [2006-15]";"EP2004011045 20041004 (en)";"20041004";"";"";"";"B26B 21/38 (2006.01)";"GR-113 63 Kypseli
GR-117 41 Koukaki, Athens
GR-114 76 Athens";"GR
GR
GR";"145 65 Anixi - Attiki";"GR";"75440 Paris Cedex 09";"FR";"VIBRATING WET SHAVER";""
"EP 1798742 A1 20070620";"20070620";"200725";"en";"US 301000 20051215";"20051215";"20051215";"";"";"";"";"";"";"H01C 7/12 (2006.01)";"Cary North Carolina 27519
145 65 St. Stefanos Attiki
Vouliagmeni 16671 Athens";"US
GR
GR";"Maroussi, 15124 Athens";"GR";"Bristol BS1 6HU";"GB";"Overvoltage protection device including a wafer of varistor material and a meltable member bridging the wafer of varistor material in case of thermal overload";"An overvoltage protection device (100) includes first (122) and second electrically conductive electrode members (132), a varistor member (110) formed of a varistor material and electrically connected with each of the first (122) and second electrode members (132), and an electrically conductive, meltable member (180). The meltable member (180) is responsive to heat in the device to melt and form a current flow path between the first (122) and second electrode members (132) through the meltable member (180). <img file=""imgaf001.tif"" he=""91"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/><img file=""imgaf002.tif"" he=""111"" id=""iaf02"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""95""/>"
"EP 1798742 B1 20130102";"20130102";"201301";"en";"US 301000 20051215";"20051215";"20051215";"";"";"";"";"";"";"H01C 7/12 (2006.01)";"Cary North Carolina 27519
145 65 St. Stefanos Attiki
Vouliagmeni 16671 Athens";"US
GR
GR";"Maroussi, 15124 Athens";"GR";"Bristol BS1 6HU";"GB";"Overvoltage protection device including a wafer of varistor material and a meltable member bridging the wafer of varistor material in case of thermal overload";""
"EP 1815040 A1 20070808";"20070808";"200732";"en";"";"";"20040908";"WO2006027016 20060316 [2006-11]";"EP2004010770 20040908 (en)";"20040908";"";"";"";"C23C 14/34 (2006.01)
C23C 14/06 (2006.01)
B26B 21/60 (2006.01)";"15773 Athens
14122 Athens
15452 Athens";"GR
GR
GR";"145 65 Anixi - Attiki";"GR";"75440 Paris Cedex 09";"FR";"METHOD FOR DEPOSITION OF A LAYER ON A RAZOR BLADE EDGE AND RAZOR BLADE";""
"EP 1815040 B1 20160106";"20160106";"201601";"en";"";"";"20040908";"WO2006027016 20060316 [2006-11]";"EP2004010770 20040908 (en)";"20040908";"";"";"";"C23C 14/34 (2006.01)
C23C 14/06 (2006.01)
B26B 21/60 (2006.01)";"15773 Athens
14122 Athens
15452 Athens";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"METHOD FOR DEPOSITION OF A LAYER ON A RAZOR BLADE EDGE AND RAZOR BLADE";""
"EP 1815072 A1 20070808";"20070808";"200732";"en";"GR 20040100390 20040930";"20040930";"20040930";"WO2006035249 20060406 [2006-14]";"GR2005000031 20050928 (en)";"20050928";"";"";"";"E03D 9/06 (2006.01)
A47K 17/00 (2006.01)";"113 62 Athens";"GR";"113 62 Athens";"GR";"";"";"LAVATORY BRUSH HOLDER WITH DISCHARGE OPENING";""
"EP 1826403 A1 20070829";"20070829";"200735";"en";"";"";"20060227";"";"";"";"";"";"";"F03G 3/00 (2006.01)
F03G 7/10 (2006.01)";"28 Ag. Georgiou Str. 57008 Ionia, Thessaloniki";"GR";"28 Ag. Georgiou Str. 57008 Ionia, Thessaloniki";"GR";"";"";"A method of using gravity and elevation of weights to produce work";"In both models, that we present, it can be applied the elevation method, which is the main element of the invention. In model (1) the elevation is ensured by the balance system (3-4), it produces about 60 % work from the work, which we ensure by the gravity. In model (2) the balance system is developed in the diameter between the weights (A-B). The same happens in this machine, the beneficial work is about 60%. <img file=""imgaf001.tif"" he=""127"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/><img file=""imgaf002.tif"" he=""117"" id=""iaf02"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""145""/><img file=""imgaf003.tif"" he=""117"" id=""iaf03"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""154""/>"
"EP 1830031 A2 20070905";"20070905";"200736";"en";"GR 20060100139 20060302";"20060302";"20060302";"";"";"";"";"";"";"E06B 9/54 (2006.01)";"Koukaki, Athens";"GR";"183 46 Moschato Attikis";"GR";"";"";"Mechanism for the deceleration of a vertically retracting insect-blocking roller screen";"Mechanism for the deceleration of a vertically retracting, upwardly moving insect-blocking roller screen (23) winding onto drum (24), the mechanism comprising a cylinder (1) containing a fluid mass (11), a shaft (2) equipped with blades rotatably mounted within cylinder (1) and means for the engagement of drum (24) with the shaft (2) slowly rotatable within fluid mass (11) during the retracting upward movement of the insect-blocking roller screen. No bolt whatsoever is employed neither in the linear assembly of parts of the mechanism nor in the mounting of the mechanism onto the side plug means (12). The linear assembly is effected by a circumferential end annular rib (22a) provided at the edge of shaft portion (22) protruding through the open outlet of cylinder (1) clipping onto a circumferential groove (9) of an end stabilizing washer means (8), whilst mounting of the mechanism onto the side plug means (12) is effected by at least one longitudinal slot (19a) along a shaft extension (19) through the closed end of cylinder (1) clipping with at least one rib (14a) of a tube projection (14) of the side plug means (12). <img file=""imgaf001.tif"" he=""103"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""165""/>"
"EP 1830031 A3 20071114";"20071114";"200746";"en";"GR 20060100139 20060302";"20060302";"20060302";"";"";"";"";"";"";"E06B 9/54 (2006.01)";"Koukaki, Athens";"GR";"183 46 Moschato Attikis";"GR";"";"";"Mechanism for the deceleration of a vertically retracting insect-blocking roller screen";"Mechanism for the deceleration of a vertically retracting, upwardly moving insect-blocking roller screen (23) winding onto drum (24), the mechanism comprising a cylinder (1) containing a fluid mass (11), a shaft (2) equipped with blades rotatably mounted within cylinder (1) and means for the engagement of drum (24) with the shaft (2) slowly rotatable within fluid mass (11) during the retracting upward movement of the insect-blocking roller screen. No bolt whatsoever is employed neither in the linear assembly of parts of the mechanism nor in the mounting of the mechanism onto the side plug means (12). The linear assembly is effected by a circumferential end annular rib (22a) provided at the edge of shaft portion (22) protruding through the open outlet of cylinder (1) clipping onto a circumferential groove (9) of an end stabilizing washer means (8), whilst mounting of the mechanism onto the side plug means (12) is effected by at least one longitudinal slot (19a) along a shaft extension (19) through the closed end of cylinder (1) clipping with at least one rib (14a) of a tube projection (14) of the side plug means (12). <img file=""imgaf001.tif"" he=""91"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""142""/>"
"EP 1832138 A1 20070912";"20070912";"200737";"en";"GR 20040100498 20041227";"20041227";"20041227";"WO2006070211 20060706 [2006-27]";"GR2005000036 20051205 (en)";"20051205";"";"";"";"H04Q 7/38 (2006.01)
G01S 5/10 (2006.01)
G01S 5/14 (2006.01)";"17341 Ag. Dimitrios Attikis";"GR";"17341 Ag. Dimitrios Attikis";"GR";"";"";"POSITION LOCATION VIA GEOMETRIC LOCI CONSTRUCTION";""
"EP 1836900 A1 20070926";"20070926";"200739";"en";"GR 20060100172 20060320";"20060320";"20060320";"";"";"";"";"";"";"A23G 3/00 (2006.01)";"40300 Farsala Larisis";"GR";"40300 Farsala Larisis";"GR";"";"";"Sweets based on halvah with chocolate coating";"Confectionery based on halva (1) consisting of water, sugar, citric acid, comflour, (with or without almonds), sheep or goat butter, or vegetable oils with cinnamon for fasting or butter with vegetable oils. It is characterized by the fact that the halva is cut into small pieces which are covered with a layer (3) of white or dark cooking Chocolate, or milk chocolate. <img file=""imgaf001.tif"" he=""101"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""126""/>"
